Geohash,vec
9vk3k,0.21935999999999714 -0.46181999999999346 -0.11668000000000135 -0.9856899999999855 -0.08144899999999941 0.18378999999999954 0.5913100000000068 0.29044999999999865 -0.5538999999999988 -0.5742700000000088 0.24175999999999934 -0.3552899999999997 -0.2123100000000017 0.08252600000000102 0.1962500000000008 -0.33937000000000056 0.3947000000000002 0.3500600000000046 -0.6001099999999876 0.627799999999991 0.29288999999999993 -0.23982000000000153 0.7573399999999993 -0.5727400000000069 0.12547000000000252 0.49534999999999174 0.0016040999999999974 -0.7967999999999987 -0.2528100000000024 0.7228200000000035 0.5320100000000095 0.4294899999999923 0.44511999999999463 0.27440999999999677 -0.4207900000000057 -0.47969999999999524 0.41250000000000187 0.2867099999999994 -0.06884699999999967 0.02582500000000004 -0.6144699999999943 -0.1772299999999988 0.10405999999999985 0.20673999999999845 -0.204440000000003 0.014884000000000201 -0.3581200000000045 -0.8968399999999975 -0.09228400000000037 -0.6106199999999946 0.3910700000000075 0.0017886000000000143 -0.04069399999999933 -0.3528900000000018 0.017853000000000164 -1.8922000000000023 -0.34676999999999725 -0.23664999999999786 0.09219999999999957 0.5054999999999974 0.21336999999999814 -0.019790000000000304 0.3339799999999973 0.10666000000000074 0.4431299999999968 -0.4537199999999949 0.7718599999999938 0.7507900000000038 -0.5502500000000045 0.8750800000000151 -0.4760200000000043 0.7601000000000027 -0.5440100000000017 -0.12564999999999768 0.44197000000000575 -0.45476999999999734 -0.4835800000000032 0.2319599999999964 0.0419419999999995 -0.30926999999999827 0.21302000000000018 0.3559300000000007 -0.21462999999999968 -0.9500100000000123 -0.7106899999999997 -0.30069000000000257 0.008899699999999925 -0.2679300000000047 -0.0789189999999994 0.17600000000000007 -0.0899459999999989 -0.31981999999999466 0.41896000000000516 0.048143000000000234 -0.2447200000000008 0.5959300000000067 0.06711200000000109 0.0061132 -0.15077999999999825 0.22970000000000063
9vk3e,0.21936 -0.46181999999999995 -0.11668000000000008 -0.9856899999999993 -0.08144900000000005 0.1837900000000001 0.59131 0.29044999999999993 -0.5539000000000001 -0.5742700000000002 0.2417600000000001 -0.35529000000000005 -0.21231000000000008 0.08252600000000004 0.19625 -0.33936999999999995 0.3947000000000001 0.3500599999999999 -0.6001100000000004 0.6278000000000002 0.29288999999999993 -0.23981999999999995 0.7573399999999997 -0.5727399999999997 0.12547 0.4953500000000001 0.0016040999999999998 -0.7968 -0.25281000000000015 0.7228200000000001 0.5320099999999998 0.42949 0.44511999999999985 0.2744099999999998 -0.42079000000000016 -0.4796999999999999 0.4124999999999998 0.2867100000000002 -0.06884700000000005 0.02582499999999999 -0.6144700000000003 -0.1772299999999999 0.10406000000000003 0.20673999999999995 -0.20443999999999998 0.014884000000000003 -0.35811999999999977 -0.89684 -0.09228399999999999 -0.6106200000000004 0.39106999999999986 0.0017886000000000006 -0.040694 -0.35289000000000015 0.017853000000000004 -1.8922000000000005 -0.34677000000000013 -0.23665 0.09220000000000005 0.5054999999999997 0.21337000000000003 -0.019789999999999988 0.33398000000000017 0.10666000000000003 0.44313 -0.45372000000000007 0.7718600000000001 0.75079 -0.55025 0.8750800000000002 -0.47602000000000005 0.7600999999999999 -0.54401 -0.12564999999999993 0.44196999999999975 -0.45476999999999995 -0.48357999999999995 0.23195999999999997 0.04194200000000001 -0.3092699999999999 0.2130200000000001 0.35592999999999997 -0.21463 -0.9500099999999998 -0.7106899999999997 -0.3006900000000001 0.008899700000000003 -0.26792999999999983 -0.07891899999999998 0.17600000000000005 -0.08994600000000003 -0.31982 0.41896000000000017 0.04814300000000002 -0.24472000000000002 0.5959299999999996 0.06711200000000005 0.006113200000000002 -0.15078000000000005 0.2297
9vk34,0.219359999999997 -0.4618199999999932 -0.11668000000000141 -0.9856899999999851 -0.08144899999999977 0.18378999999999893 0.5913100000000076 0.2904499999999984 -0.5538999999999988 -0.5742700000000089 0.24175999999999934 -0.355290000000001 -0.21231000000000172 0.08252600000000104 0.19625000000000037 -0.3393699999999992 0.3947000000000002 0.3500600000000036 -0.6001099999999868 0.6277999999999905 0.29288999999999993 -0.2398200000000019 0.7573399999999993 -0.5727400000000071 0.12547000000000275 0.4953499999999908 0.0016040999999999974 -0.7967999999999968 -0.2528100000000028 0.722820000000001 0.5320100000000098 0.42948999999999204 0.4451199999999936 0.2744099999999964 -0.420790000000006 -0.47969999999999446 0.412500000000003 0.2867099999999994 -0.06884699999999959 0.025825000000000094 -0.6144699999999939 -0.1772299999999993 0.10406000000000006 0.20673999999999834 -0.20444000000000312 0.014884000000000208 -0.3581200000000035 -0.8968399999999975 -0.09228400000000068 -0.610619999999994 0.3910700000000078 0.001788600000000015 -0.04069399999999947 -0.3528900000000018 0.017853000000000185 -1.8922000000000023 -0.34676999999999697 -0.23664999999999783 0.09219999999999987 0.5054999999999967 0.21336999999999812 -0.019790000000000307 0.3339799999999972 0.10666000000000096 0.4431299999999968 -0.4537199999999939 0.7718599999999913 0.7507900000000063 -0.5502500000000045 0.8750800000000156 -0.47602000000000433 0.7601000000000008 -0.5440100000000023 -0.12564999999999746 0.4419700000000068 -0.4547699999999973 -0.4835800000000039 0.2319599999999959 0.041941999999999466 -0.30926999999999866 0.21302000000000018 0.3559300000000007 -0.21462999999999968 -0.9500100000000128 -0.7106899999999997 -0.30069000000000257 0.008899699999999915 -0.26793000000000483 -0.07891899999999939 0.17599999999999943 -0.08994599999999885 -0.3198199999999946 0.41896000000000627 0.04814300000000039 -0.2447200000000008 0.5959300000000068 0.06711200000000112 0.006113199999999985 -0.1507799999999982 0.22970000000000101
9vk3d,0.21935999999999792 -0.4618199999999949 -0.11668000000000105 -0.9856899999999883 -0.08144899999999936 0.18379000000000112 0.5913100000000022 0.29045000000000054 -0.5538999999999988 -0.5742700000000075 0.24175999999999936 -0.3552899999999971 -0.21231000000000153 0.08252600000000089 0.19625000000000248 -0.33937000000000195 0.3947000000000002 0.3500600000000048 -0.6001099999999924 0.6277999999999948 0.29288999999999993 -0.23981999999999923 0.7573399999999993 -0.5727400000000059 0.12547000000000108 0.4953499999999975 0.0016040999999999974 -0.7968000000000067 -0.2528099999999997 0.7228200000000088 0.5320100000000082 0.429489999999994 0.445120000000001 0.2744099999999992 -0.42079000000000416 -0.4797000000000001 0.41249999999999604 0.2867099999999994 -0.06884700000000016 0.025824999999999747 -0.614469999999998 -0.17722999999999844 0.10405999999999865 0.2067399999999991 -0.20444000000000231 0.014884000000000156 -0.3581200000000054 -0.8968399999999976 -0.09228399999999948 -0.6106199999999982 0.3910700000000057 0.0017886000000000095 -0.04069399999999955 -0.3528900000000017 0.01785300000000004 -1.892200000000002 -0.3467699999999988 -0.23664999999999803 0.09219999999999878 0.5055000000000017 0.2133699999999983 -0.01979000000000027 0.3339799999999974 0.10665999999999938 0.4431299999999969 -0.45372000000000096 0.771860000000003 0.7507899999999958 -0.5502500000000041 0.8750800000000118 -0.47602000000000394 0.7601000000000078 -0.5440099999999977 -0.12564999999999912 0.4419699999999993 -0.4547699999999977 -0.48357999999999857 0.2319599999999995 0.04194199999999971 -0.3092699999999984 0.21302000000000015 0.3559300000000007 -0.2146299999999997 -0.9500100000000099 -0.7106899999999997 -0.3006900000000024 0.008899699999999986 -0.26793000000000405 -0.07891899999999952 0.1760000000000011 -0.0899459999999993 -0.3198199999999952 0.4189599999999986 0.048142999999999665 -0.24472000000000074 0.5959300000000057 0.06711200000000092 0.006113200000000056 -0.15077999999999847 0.2296999999999982
9vk2d,0.21935999999999686 -0.4618199999999929 -0.11668000000000146 -0.9856899999999846 -0.08144900000000019 0.1837899999999982 0.5913100000000084 0.2904499999999985 -0.5538999999999988 -0.5742700000000088 0.24175999999999934 -0.35529000000000255 -0.21231000000000175 0.08252600000000107 0.19624999999999984 -0.33936999999999756 0.3947000000000002 0.35006000000000237 -0.6001099999999859 0.6277999999999898 0.29288999999999993 -0.23982000000000234 0.7573399999999993 -0.5727400000000071 0.12547000000000302 0.4953499999999897 0.0016040999999999974 -0.7967999999999945 -0.25281000000000337 0.7228199999999981 0.5320100000000101 0.4294899999999917 0.44511999999999236 0.2744099999999959 -0.4207900000000063 -0.4796999999999935 0.41250000000000425 0.2867099999999995 -0.06884699999999949 0.025825000000000157 -0.6144699999999931 -0.17722999999999992 0.10406000000000032 0.2067399999999982 -0.20444000000000326 0.014884000000000217 -0.3581200000000023 -0.8968399999999975 -0.09228400000000106 -0.6106199999999969 0.39107000000000813 0.0017886000000000158 -0.04069399999999963 -0.3528900000000018 0.01785300000000021 -1.8922000000000023 -0.3467699999999967 -0.2366499999999978 0.09220000000000023 0.5054999999999958 0.2133699999999981 -0.019790000000000314 0.3339799999999972 0.10666000000000124 0.4431299999999968 -0.45371999999999274 0.7718599999999884 0.7507900000000092 -0.5502500000000046 0.8750800000000163 -0.47602000000000444 0.7600999999999986 -0.5440100000000031 -0.12564999999999718 0.4419700000000081 -0.45476999999999723 -0.4835800000000048 0.2319599999999953 0.041941999999999424 -0.30927000000000043 0.21302000000000018 0.3559300000000007 -0.21462999999999968 -0.9500100000000132 -0.7106899999999997 -0.3006900000000011 0.008899699999999903 -0.267930000000005 -0.07891899999999938 0.17599999999999869 -0.08994599999999876 -0.3198199999999945 0.4189600000000076 0.04814300000000057 -0.2447200000000008 0.5959300000000047 0.06711200000000114 0.006113199999999967 -0.15077999999999817 0.2297000000000015
9vk3g,0.21936 -0.46181999999999973 -0.11667999999999992 -0.9856899999999987 -0.08144900000000008 0.1837900000000001 0.59131 0.29044999999999993 -0.5538999999999994 -0.5742699999999994 0.2417599999999998 -0.35529000000000005 -0.21231000000000028 0.08252600000000002 0.19624999999999979 -0.33937000000000006 0.3947000000000002 0.35005999999999954 -0.6001100000000006 0.6278000000000004 0.29288999999999993 -0.23981999999999995 0.7573399999999995 -0.5727399999999997 0.12547 0.4953499999999994 0.0016040999999999985 -0.7967999999999995 -0.25281000000000015 0.7228199999999994 0.5320099999999998 0.4294900000000003 0.44511999999999957 0.2744099999999997 -0.42079000000000016 -0.4797000000000003 0.41250000000000026 0.2867099999999998 -0.06884699999999996 0.02582499999999999 -0.6144700000000004 -0.17722999999999983 0.1040599999999999 0.20673999999999995 -0.20443999999999998 0.014884000000000007 -0.35811999999999966 -0.8968399999999992 -0.09228399999999999 -0.6106200000000005 0.3910699999999995 0.001788600000000001 -0.04069399999999997 -0.3528899999999999 0.017853000000000004 -1.8922000000000014 -0.34676999999999975 -0.23664999999999964 0.09220000000000005 0.5055000000000004 0.21336999999999987 -0.01978999999999998 0.3339800000000003 0.10665999999999998 0.44313 -0.4537200000000003 0.7718599999999992 0.7507900000000001 -0.5502499999999992 0.8750799999999991 -0.47601999999999933 0.7601000000000007 -0.54401 -0.12565000000000007 0.44197000000000025 -0.45476999999999995 -0.48357999999999995 0.2319600000000003 0.04194199999999999 -0.30927 0.21302000000000015 0.35593000000000036 -0.21462999999999982 -0.9500099999999992 -0.7106899999999997 -0.3006899999999998 0.008899700000000007 -0.26792999999999983 -0.07891899999999998 0.1760000000000001 -0.08994600000000001 -0.31982 0.41895999999999967 0.04814300000000003 -0.24471999999999966 0.5959299999999995 0.06711199999999995 0.0061132 -0.15078000000000005 0.2296999999999998
9vk71,0.23069431818181904 -0.45736636363636485 -0.11483645454545476 -0.9804568181818201 -0.07014765909090907 0.18888659090909035 0.575659999999999 0.2947674999999999 -0.5497068181818172 -0.5761865909090899 0.22953749999999956 -0.33921795454545367 -0.2237952272727268 0.08733472727272705 0.19760522727272667 -0.3373102272727276 0.3994311363636366 0.3406979318181812 -0.6100256818181825 0.6069088636363628 0.29204795454545446 -0.23942500000000083 0.7531572727272721 -0.5612974318181825 0.12100884090909088 0.4889454545454551 0.0010419840909090896 -0.7854254545454555 -0.2562206818181818 0.7193681818181809 0.523533636363636 0.41675272727272805 0.4539511363636375 0.26564977272727275 -0.4108840454545442 -0.47471840909090984 0.41081704545454634 0.2909802272727268 -0.06192843181818176 0.03432647727272742 -0.5958193181818168 -0.17696113636363675 0.09355227272727278 0.19687340909090903 -0.2070568181818189 0.022916409090909008 -0.339928636363636 -0.8952702272727255 -0.08053959090909082 -0.606967727272726 0.3768745454545448 -0.009231822727272705 -0.049176863636363685 -0.35969818181818214 0.029173159090909166 -1.8823431818181837 -0.3491179545454541 -0.24030954545454572 0.10082022727272733 0.48775068181818104 0.21407363636363674 -0.027530909090909068 0.3353765909090902 0.11211977272727257 0.441990454545453 -0.4627068181818169 0.7658013636363641 0.7468297727272715 -0.5382138863636359 0.8879804545454525 -0.47545863636363517 0.7429562295454532 -0.552884090909091 -0.1326715909090911 0.4432695454545447 -0.44610570454545606 -0.46262500000000156 0.2262324318181824 0.033985590909090924 -0.30874704545454557 0.21186204545454562 0.3517640909090915 -0.21147256818181792 -0.9242318181818207 -0.706033636363636 -0.29402605000000026 0.004825615909090907 -0.2818811363636362 -0.0682662954545455 0.1841809090909086 -0.09304699999999988 -0.3242061363636363 0.416558409090908 0.04838609090909079 -0.25036795454545485 0.5941850000000001 0.0709096818181817 0.007740990909090931 -0.15563181818181815 0.23069954545454582
9vk61,0.21935999999999714 -0.4618199999999934 -0.11668000000000135 -0.9856899999999855 -0.08144899999999942 0.1837899999999995 0.5913100000000069 0.29044999999999865 -0.5538999999999988 -0.5742700000000088 0.24175999999999934 -0.3552899999999998 -0.2123100000000017 0.08252600000000102 0.1962500000000008 -0.33937000000000045 0.3947000000000002 0.35006000000000453 -0.6001099999999876 0.627799999999991 0.29288999999999993 -0.23982000000000153 0.7573399999999993 -0.5727400000000069 0.12547000000000252 0.4953499999999917 0.0016040999999999974 -0.7967999999999986 -0.2528100000000024 0.7228200000000033 0.5320100000000096 0.4294899999999923 0.4451199999999946 0.27440999999999677 -0.42079000000000577 -0.4796999999999952 0.4125000000000019 0.2867099999999994 -0.06884699999999966 0.025825000000000042 -0.6144699999999943 -0.17722999999999883 0.10405999999999985 0.20673999999999843 -0.204440000000003 0.014884000000000201 -0.35812000000000443 -0.8968399999999975 -0.09228400000000038 -0.6106199999999945 0.3910700000000075 0.0017886000000000143 -0.040693999999999335 -0.3528900000000018 0.017853000000000164 -1.8922000000000023 -0.34676999999999725 -0.23664999999999786 0.09219999999999959 0.5054999999999974 0.21336999999999814 -0.019790000000000304 0.3339799999999973 0.10666000000000075 0.4431299999999968 -0.45371999999999485 0.7718599999999937 0.750790000000004 -0.5502500000000045 0.8750800000000152 -0.4760200000000043 0.7601000000000026 -0.5440100000000017 -0.12564999999999768 0.4419700000000058 -0.45476999999999734 -0.48358000000000323 0.2319599999999964 0.0419419999999995 -0.30926999999999827 0.21302000000000018 0.3559300000000007 -0.21462999999999968 -0.9500100000000123 -0.7106899999999997 -0.30069000000000257 0.008899699999999924 -0.2679300000000048 -0.0789189999999994 0.17600000000000005 -0.0899459999999989 -0.31981999999999466 0.4189600000000052 0.04814300000000024 -0.2447200000000008 0.5959300000000067 0.06711200000000109 0.006113199999999999 -0.15077999999999825 0.22970000000000065
9vk25,0.21935999999999986 -0.4618199999999986 -0.11668000000000028 -0.9856899999999953 -0.08144899999999944 0.18379000000000065 0.5913099999999949 0.2904500000000028 -0.5538999999999988 -0.5742700000000045 0.2417599999999994 -0.35528999999999744 -0.21231000000000114 0.08252600000000057 0.19625000000000017 -0.33937000000000167 0.3947000000000002 0.3500599999999996 -0.6001100000000007 0.6278000000000019 0.29288999999999993 -0.2398199999999993 0.7573399999999993 -0.5727400000000034 0.12547 0.4953500000000015 0.0016040999999999974 -0.7967999999999993 -0.25280999999999787 0.7228200000000062 0.5320100000000048 0.42948999999999815 0.4451200000000022 0.27441000000000204 -0.42079000000000005 -0.4797000000000005 0.4124999999999971 0.2867099999999994 -0.06884700000000057 0.025825000000000004 -0.614470000000004 -0.17723000000000086 0.1040599999999997 0.20674000000000076 -0.20444000000000048 0.014884000000000043 -0.3581200000000003 -0.8968399999999978 -0.09228399999999953 -0.610620000000004 0.39107000000000103 0.001788599999999998 -0.04069400000000014 -0.3528900000000015 0.01785299999999989 -1.8922000000000023 -0.34677000000000274 -0.23664999999999842 0.0921999999999991 0.505500000000003 0.21336999999999876 -0.01979000000000018 0.3339799999999977 0.10666000000000013 0.44312999999999714 -0.45372000000000207 0.7718600000000025 0.7507899999999963 -0.5502500000000033 0.8750800000000036 -0.476020000000003 0.7600999999999988 -0.5440099999999948 -0.12565000000000023 0.4419699999999983 -0.4547699999999984 -0.4835799999999986 0.23196000000000072 0.04194200000000023 -0.3092699999999987 0.21302000000000018 0.3559300000000007 -0.21462999999999968 -0.9500100000000038 -0.7106899999999997 -0.300690000000002 0.008899700000000052 -0.2679300000000024 -0.0789189999999998 0.1760000000000006 -0.08994600000000032 -0.31981999999999666 0.41895999999999867 0.04814299999999971 -0.24472000000000066 0.5959300000000033 0.0671120000000005 0.0061131999999999975 -0.1507799999999991 0.22969999999999902
9vk2j,0.14440490175801385 -0.4845846328852041 -0.1584760703205794 -0.9661044777662721 -0.06370335367114704 0.2770766597724879 0.42887277145812386 0.30158278179938103 -0.22715108583246968 -0.2026323578076539 0.25723507755945996 -0.2570833815925514 -0.05597949327818003 -0.23102547880041435 0.1375398035160298 -0.684761313340226 0.4109610134436415 0.367209120992763 -0.47840389865562544 0.3210020682523273 0.4801510134436439 -0.04368970010341349 0.5137666804550185 -0.35217495346432603 -0.10824768355739188 0.577126628748697 -0.23167507063081377 -0.8448010341261558 -0.34555829369183505 0.49954347466390925 0.4309975904860471 0.08653115822130324 0.598483598759041 0.3864255118924475 -0.7068352947259603 -0.5218379524301898 0.09922988624612078 0.1766088707342286 0.061593599793174594 -0.11221088417787074 -0.576780444674242 -0.377439307135475 -0.1388727817993781 0.01501880041365033 0.08828182006204695 0.09218708169596646 0.08617348500517104 -0.7676203516028903 0.20133142916235405 -0.12138277145811638 0.2567154395036221 0.04643423805584276 0.21226889555325534 -0.5949975491209951 -0.1259390785935879 -1.0923058945191295 -0.09113649431230739 -0.46250046535677125 0.3545650465356718 0.5280209927611175 -0.1739116959669102 0.28954650465356824 0.3403775180972045 -0.1708028748707338 0.08789876938986471 -0.37764926577041974 0.3055563805584293 0.4840830506721796 -0.4092216649431277 0.5652298862461272 -0.3874410961737342 0.6903285418821099 -0.3497270423991738 -0.13182745604963522 0.5364316339193439 -0.415701127197513 -0.08206107549121194 0.2614443846949316 0.13625744984488167 -0.1625569906928636 0.058964777662875195 0.2775093174767337 -0.4073729162357783 -0.24487225439503424 -0.2798085108583275 -0.18596972905894565 0.06065369586349539 -0.2658944260599841 0.04327005894519126 -0.14737724922440604 0.21201292450879164 -0.16587677352636923 0.29094833505687556 0.041905812823164995 -0.3391698448810736 0.47941893485005704 0.1625631271975191 -0.09570212161323552 0.09518256463288526 0.02734508790072378
9vhrg,0.140554220990389 -0.4857541241685125 -0.16062326681448658 -0.9650983074648855 -0.06279170362158269 0.2818690909090852 0.4205278566149382 0.3021547080561759 -0.2103649593495951 -0.18354015521064415 0.2580300813008104 -0.25203819660015275 -0.047948300073911466 -0.2471336112342951 0.13452367479674945 -0.7025051589061361 0.41179639320029265 0.3680901256467144 -0.4721514708056019 0.3052408869179578 0.489771204730234 -0.03361386548411111 0.501253547671846 -0.3408438285291983 -0.12025450110864552 0.5813277531411603 -0.24365936038433003 -0.8472669992608971 -0.35032306725795115 0.48807305247597 0.4258082631190025 0.06891227642276301 0.6063623725055292 0.3921801034737574 -0.7215303473761999 -0.524002712490762 0.08313620842571678 0.17095262705099484 0.068294746489283 -0.1193022246858831 -0.5748442128602991 -0.38772469327420955 -0.15135300813007987 0.0051694752402067275 0.103319866962305 0.09615838580931246 0.10899824833702916 -0.7609819290465527 0.21641538359201531 -0.09624910569106213 0.2498132202512968 0.04872782586844035 0.2252644005912771 -0.6074353806356212 -0.1333261330376938 -1.0512128011825743 -0.07800379157428336 -0.4741031189948262 0.3680435698447807 0.5291779674796752 -0.1938075831485619 0.3054381005173662 0.3407061788617844 -0.18505702143385105 0.06964941611234 -0.37374127124906614 0.2816008869179613 0.4703814700665227 -0.40197659275684167 0.5493119046563258 -0.38289051736881075 0.6867441611234201 -0.33974611160385093 -0.13214481152993157 0.5412844271988231 -0.4136940354767174 -0.06143377679231593 0.2629590909090899 0.1411027331855139 -0.15501987878787782 0.051050473022911304 0.27348059866962127 -0.4172747302291198 -0.2086470953436832 -0.2576727642276467 -0.18007618543976386 0.06331246252771695 -0.2657898521803381 0.04954729785661481 -0.16399016260162624 0.22752551071692517 -0.1579682224685876 0.28437197043607354 0.041585388765706895 -0.34402203252032193 0.47343339246119776 0.1674667538802684 -0.10093269711751533 0.10781844050258675 0.016949475240206846
9vk26,0.21936000000000058 -0.4618200000000008 -0.11668000000000013 -0.9856900000000013 -0.08144900000000002 0.1837899999999998 0.59131 0.29044999999999993 -0.5538999999999992 -0.574269999999999 0.2417599999999996 -0.35528999999999955 -0.21230999999999983 0.08252599999999985 0.19624999999999948 -0.33936999999999984 0.3947000000000002 0.35005999999999937 -0.6001100000000007 0.6278000000000001 0.29288999999999993 -0.2398200000000006 0.7573399999999993 -0.5727400000000014 0.12547 0.49535000000000035 0.001604099999999998 -0.7968000000000003 -0.25281000000000015 0.7228199999999991 0.5320099999999998 0.4294900000000007 0.44512000000000057 0.27440999999999965 -0.4207899999999992 -0.4797000000000007 0.4125000000000008 0.2867099999999996 -0.06884699999999994 0.02582500000000005 -0.614469999999999 -0.17723000000000008 0.10406 0.20673999999999995 -0.20444000000000043 0.014883999999999967 -0.3581199999999996 -0.8968399999999983 -0.09228399999999995 -0.610619999999999 0.39106999999999936 0.001788600000000001 -0.04069399999999992 -0.3528899999999998 0.017852999999999956 -1.892200000000002 -0.3467699999999996 -0.23665000000000005 0.09220000000000005 0.5054999999999994 0.21337000000000017 -0.019789999999999978 0.33398 0.10665999999999987 0.44312999999999886 -0.45371999999999924 0.7718599999999997 0.7507899999999996 -0.5502499999999988 0.8750799999999982 -0.4760199999999989 0.7600999999999996 -0.54401 -0.12565000000000015 0.44196999999999964 -0.4547700000000011 -0.48358000000000123 0.23196000000000053 0.04194200000000002 -0.3092700000000006 0.21302000000000018 0.3559300000000005 -0.21462999999999977 -0.9500100000000017 -0.7106899999999997 -0.3006899999999996 0.008899699999999983 -0.26792999999999983 -0.07891900000000002 0.17599999999999985 -0.089946 -0.31982 0.4189599999999991 0.04814299999999995 -0.2447200000000001 0.5959300000000011 0.0671119999999999 0.006113200000000006 -0.15077999999999966 0.22970000000000018
9vk2m,0.21936000000000092 -0.46182000000000134 -0.11668000000000014 -0.9856900000000024 -0.0814489999999998 0.18378999999999937 0.5913099999999981 0.29044999999999993 -0.5538999999999991 -0.5742699999999988 0.2417599999999995 -0.3552899999999987 -0.2123099999999995 0.0825259999999998 0.1962499999999994 -0.33937000000000056 0.3947000000000002 0.3500599999999993 -0.6001100000000007 0.6277999999999984 0.29288999999999993 -0.23982000000000087 0.7573399999999993 -0.5727400000000001 0.12547 0.4953500000000008 0.0016040999999999978 -0.7968000000000015 -0.2528099999999997 0.722819999999999 0.5320099999999998 0.42949000000000087 0.4451200000000012 0.2744100000000004 -0.4207899999999985 -0.4797000000000001 0.412500000000001 0.2867099999999995 -0.06884699999999992 0.025825000000000094 -0.6144699999999984 -0.1772300000000005 0.10406000000000014 0.20673999999999995 -0.2044400000000008 0.01488399999999995 -0.3581199999999996 -0.8968399999999982 -0.09228399999999978 -0.6106199999999985 0.3910699999999993 0.0017885999999999996 -0.04069400000000001 -0.3528900000000005 0.01785299999999999 -1.892200000000002 -0.3467699999999995 -0.23665000000000003 0.09220000000000005 0.505499999999999 0.21337000000000045 -0.019789999999999978 0.3339799999999991 0.10665999999999984 0.4431299999999982 -0.4537199999999989 0.7718600000000008 0.7507899999999983 -0.5502500000000001 0.875079999999998 -0.47601999999999933 0.7600999999999981 -0.54401 -0.12565000000000018 0.4419699999999991 -0.45477000000000145 -0.4835800000000018 0.23196000000000058 0.04194199999999993 -0.3092699999999999 0.21302000000000018 0.3559300000000006 -0.21462999999999974 -0.9500100000000017 -0.7106899999999997 -0.30069000000000057 0.008899699999999974 -0.26792999999999983 -0.07891900000000024 0.17599999999999943 -0.08994599999999983 -0.31982 0.41895999999999894 0.04814299999999985 -0.2447200000000003 0.5959299999999996 0.06711199999999988 0.006113200000000016 -0.15078000000000003 0.22970000000000046
9vhry,0.02861899999999996 -0.51975 -0.22303999999999993 -0.935850000000001 -0.03629099999999996 0.4211799999999997 0.1779499999999996 0.31878000000000023 0.27759 0.3714499999999996 0.2811400000000004 -0.10538000000000011 0.1855100000000003 -0.7153800000000015 0.04684799999999989 -1.2182999999999995 0.4360799999999998 0.39369999999999994 -0.2903999999999993 -0.15291999999999997 0.7694199999999983 0.25928000000000034 0.13751000000000013 -0.011460000000000019 -0.46927999999999986 0.7034499999999984 -0.5920300000000007 -0.9189499999999998 -0.48883000000000004 0.15464000000000014 0.27496000000000004 -0.4432499999999996 0.8353899999999992 0.5594600000000008 -1.1487000000000016 -0.5869300000000006 -0.3846899999999993 0.006531600000000007 0.2630899999999995 -0.32544000000000034 -0.5185600000000007 -0.6867099999999994 -0.5141399999999996 -0.2811400000000004 0.5404600000000008 0.21160000000000032 0.7724899999999995 -0.5680100000000006 0.6548900000000013 0.6343600000000008 0.04917300000000002 0.11539999999999995 0.603029999999999 -0.9689900000000008 -0.3480600000000002 0.14331999999999978 0.3037500000000006 -0.8113799999999999 0.75985 0.5628099999999994 -0.7721599999999996 0.7673899999999996 0.3502599999999995 -0.5994099999999993 -0.46083999999999975 -0.26013999999999987 -0.41476000000000046 0.07209100000000009 -0.19136999999999957 0.08659299999999989 -0.2506100000000005 0.5825499999999995 -0.04961100000000001 -0.1413700000000002 0.6823499999999997 -0.35535000000000055 0.5381799999999992 0.3069899999999998 0.2819499999999995 0.06407600000000001 -0.17900999999999992 0.1563700000000003 -0.7051099999999991 0.8443800000000007 0.38579 -0.008757099999999992 0.14059999999999973 -0.26275000000000026 0.23201999999999987 -0.6469099999999988 0.6784600000000007 0.07192500000000003 0.09320400000000005 0.032271000000000036 -0.4850700000000003 0.2994400000000004 0.31000999999999934 -0.25298000000000054 0.47513 -0.2852400000000006
